id,Category,Subcategory,Subsubcategory,Subsubsubcategory,Quintile,Elasticity
392,Fish,"Herrings and other blue fish, fresh, chilled or frozen","Herrings and other blue fish, fresh or chilled",,2,0.926790178
393,Fish,"Herrings and other blue fish, fresh, chilled or frozen","Herrings and other blue fish, frozen",,2,0.717080026
394,Fish,Other tinned or bottled fish,,,2,0.663544038
395,Fish,Ready meals and other fish products - frozen or not frozen,,,2,-1.689303703
396,Fish,"Salmon, fresh, chilled or frozen",,,2,-0.572356435
397,Fish,"Salmon, fresh, chilled or frozen","Salmon, fresh or chilled",,2,-0.399705179
398,Fish,"Salmon, fresh, chilled or frozen","Salmon, frozen",,2,0.097025249
399,Fish,"Salmon, tinned",,,2,2.009653698
400,Fish,Shellfish,,,2,1.69239345
401,Fish,Shellfish,"Shellfish, fresh or chilled",,2,2.017916824
402,Fish,Shellfish,"Shellfish, frozen",,2,-0.54928915
403,Fish,Takeaway fish,,,2,2.162101473
404,Fish,Takeaway fish meals and fish products,,,2,0.68383639
405,Fish,Takeaway fish meals and fish products,Takeaway fish based meals,,2,1.259481248
406,Fish,Takeaway fish meals and fish products,Takeaway fish products,,2,1.044445197
407,Fish,"White fish, dried, salted or smoked",,,2,-0.286298594
408,Fish,"White fish, fresh, chilled or frozen",,,2,0.800994286
409,Fish,"White fish, fresh, chilled or frozen","White fish, fresh or chilled",,2,1.804096024
410,Fish,"White fish, fresh, chilled or frozen","White fish, frozen",,2,-0.472059721
411,Flour,,,,2,0.23719622
412,Fresh and processed vegetables,Fresh fruit,,,2,0.596081544
413,Fresh and processed vegetables,Fresh fruit,Fresh apples,,2,1.115955311
414,Fresh and processed vegetables,Fresh fruit,Fresh bananas,,2,0.054089687
415,Fresh and processed vegetables,Fresh fruit,Fresh grapes,,2,1.620375798
416,Fresh and processed vegetables,Fresh fruit,Fresh melons,,2,0.714123178
417,Fresh and processed vegetables,Fresh fruit,Fresh oranges,,2,-0.23665061
418,Fresh and processed vegetables,Fresh fruit,Fresh pears,,2,0.275506578
419,Fresh and processed vegetables,Fresh fruit,Fresh stone fruit,,2,1.228029408
420,Fresh and processed vegetables,Fresh fruit,Other fresh citrus fruits,,2,1.035003079
421,Fresh and processed vegetables,Fresh fruit,Other fresh fruit,,2,-0.065389712
422,Fresh and processed vegetables,Fresh fruit,Other fresh soft fruit,,2,-0.749863346
423,Fresh and processed vegetables,Processed fruit and fruit products,,,2,0.886969203
424,Fresh and processed vegetables,Processed fruit and fruit products,All other tinned or bottled fruit,,2,0.518032287
425,Fresh and processed vegetables,Processed fruit and fruit products,Dried fruit,,2,0.389806836
426,Fresh and processed vegetables,Processed fruit and fruit products,"Frozen strawberries, apple slices, peach halves, oranges and other frozen fruits",,2,2.243233938
427,Fresh and processed vegetables,Processed fruit and fruit products,"Nuts, edible seeds and peanut butter",,2,-1.068750316
428,Fresh and processed vegetables,Processed fruit and fruit products,Pure fruit juices,,2,0.12607959
429,Fresh and processed vegetables,Processed fruit and fruit products,"Tinned peaches, pears and pineapples",,2,-0.020816817
430,Fresh and processed vegetables,Fresh potatoes,,,2,1.104015129
431,Fresh and processed vegetables,Fresh potatoes,Fresh baking potatoes (e),,2,0.253745319
432,Fresh and processed vegetables,Fresh potatoes,Fresh new potatoes (e),,2,1.635305066
433,Fresh and processed vegetables,Fresh potatoes,Other fresh potatoes (e),,2,0.902889859
434,Fresh and processed vegetables,Processed potatoes,,,2,-0.005459142
435,Fresh and processed vegetables,Processed potatoes,Chips and takeaway chips,,2,-0.017086162
436,Fresh and processed vegetables,Processed potatoes,Crisps and potato snacks,,2,0.078914139
437,Fresh and processed vegetables,Processed potatoes,Instant potato,,2,0.164275146
438,Fresh and processed vegetables,Processed potatoes,"Other potato products, frozen or not frozen",,2,1.402319724
439,Fresh and processed vegetables,Fresh and processed fruit,,,2,0.966504778
440,Fresh and processed vegetables,"Fresh and processed fruit and vegetables, excluding potatoes",,,2,0.722441493
441,Fresh and processed vegetables,"Fresh and processed fruit and vegetables, including potatoes",,,2,1.2605278
442,Fresh and processed vegetables,Fresh and processed potatoes,,,2,1.544834873
443,Fresh and processed vegetables,"Fresh and processed vegetables, excluding potatoes",,,2,0.490807826
444,Fresh and processed vegetables,"Fresh and processed vegetables, including potatoes",,,2,1.341288826
445,Fresh and processed vegetables,Fresh green vegetables,,,2,1.385499072
446,Fresh and processed vegetables,Fresh green vegetables,Fresh beans,,2,0.639923333
447,Fresh and processed vegetables,Fresh green vegetables,Fresh brussels sprouts,,2,1.529413014
448,Fresh and processed vegetables,Fresh green vegetables,Fresh cabbages,,2,1.012547988
449,Fresh and processed vegetables,Fresh green vegetables,Fresh cauliflower,,2,1.216846359
450,Fresh and processed vegetables,Fresh green vegetables,Fresh peas,,2,1.059599118
451,Fresh and processed vegetables,Fresh green vegetables,Leafy salads fresh,,2,0.567806234
452,Fresh and processed vegetables,Fresh green vegetables,Other fresh green vegetables,,2,-0.035445848
453,Fresh and processed vegetables,Other fresh vegetables,,,2,-0.107526347
454,Fresh and processed vegetables,Other fresh vegetables,Fresh carrots,,2,0.016703872
455,Fresh and processed vegetables,Other fresh vegetables,Fresh cucumbers,,2,0.751918381
456,Fresh and processed vegetables,Other fresh vegetables,Fresh mushrooms,,2,0.299139461
457,Fresh and processed vegetables,Other fresh vegetables,"Fresh onions, leeks and shallots",,2,0.738214844
458,Fresh and processed vegetables,Other fresh vegetables,Fresh tomatoes,,2,0.790131216
459,Fresh and processed vegetables,Other fresh vegetables,Fresh turnips and swede,,2,1.514854224
460,Fresh and processed vegetables,Other fresh vegetables,Miscellaneous fresh vegtables,,2,1.837538558
461,Fresh and processed vegetables,Other fresh vegetables,Other fresh root vegetables,,2,0.652227609
462,Fresh and processed vegetables,Processed vegetables excluding processed potatoes,,,2,0.638412335
463,Fresh and processed vegetables,Processed vegetables excluding processed potatoes,Beans canned,,2,0.10396988
464,Fresh and processed vegetables,Processed vegetables excluding processed potatoes,"Beans, frozen",,2,-0.381817137
465,Fresh and processed vegetables,Processed vegetables excluding processed potatoes,Dried pulses other than air-dried,,2,0.552443004
466,Fresh and processed vegetables,Processed vegetables excluding processed potatoes,Other canned vegetables,,2,2.404127633
467,Fresh and processed vegetables,Processed vegetables excluding processed potatoes,Other frozen vegetables,,2,0.289777091
468,Fresh and processed vegetables,Processed vegetables excluding processed potatoes,"Peas, canned",,2,1.764775053
469,Fresh and processed vegetables,Processed vegetables excluding processed potatoes,"Peas, frozen",,2,0.407577316
470,Fresh and processed vegetables,Processed vegetables excluding processed potatoes,Ready meals and other vegetable products (inc takeaways),,2,0.533564772
471,Fresh and processed vegetables,Processed vegetables excluding processed potatoes,"Tomatoes, canned or bottled",,2,-0.045877092
472,Fresh and processed vegetables,Processed vegetables excluding processed potatoes,Vegetable juices and purees,,2,1.224159393
473,Milk and milk products excluding cheese,,,,2,-0.029459427
474,Milk and milk products excluding cheese,"Liquid wholemilk, including school and welfare",,,2,-1.872775033
475,Milk and milk products excluding cheese,"Liquid wholemilk, including school and welfare","Liquid wholemilk, full price",,2,-1.755639966
476,Milk and milk products excluding cheese,Other milk and cream,,,2,0.179769469
477,Milk and milk products excluding cheese,Other milk and cream,Condensed or evaporated milk,,2,1.451841791
478,Milk and milk products excluding cheese,Other milk and cream,Cream,,2,1.044582651
479,Milk and milk products excluding cheese,Other milk and cream,Infant milks,,2,-0.540073653
480,Milk and milk products excluding cheese,Other milk and cream,Other milks and dairy desserts,,2,0.993592987
481,Milk and milk products excluding cheese,Other milk and cream,Skimmed milks,,2,0.250085852
482,Milk and milk products excluding cheese,Other milk and cream,Yoghurt and fromage frais,,2,1.697074415
483,Non-carcase meat and meat products,,,,2,-0.424906419
484,Non-carcase meat and meat products,All offal other than liver,,,2,-0.336305301
485,Non-carcase meat and meat products,"Bacon and ham, cooked",,,2,0.160200881
486,Non-carcase meat and meat products,"Bacon and ham, uncooked",,,2,-0.652910951
487,Non-carcase meat and meat products,"Bacon and ham, uncooked","Bacon and ham joints, uncooked",,2,0.17934022
488,Non-carcase meat and meat products,"Bacon and ham, uncooked","Bacon and ham rashers, uncooked",,2,-1.048190473
489,Non-carcase meat and meat products,"Burgers, frozen or not frozen",,,2,0.094768611
490,Non-carcase meat and meat products,"Chicken, uncooked - whole chicken or chicken pieces",,,2,0.016154057
491,Non-carcase meat and meat products,Cooked poultry not purchased in cans,,,2,1.648405256
492,Non-carcase meat and meat products,Cooked poultry not purchased in cans,"Chicken and turkey, cooked",,2,1.634086757
493,Non-carcase meat and meat products,Cooked poultry not purchased in cans,Takeaway chicken,,2,0.903654386
494,Non-carcase meat and meat products,"Corned beef, canned or sliced",,,2,0.813990828
495,Non-carcase meat and meat products,Liver,,,2,-0.045998634
496,Non-carcase meat and meat products,Liver,Lambs liver,,2,-0.880501944
497,Non-carcase meat and meat products,Meat pastes and spreads,,,2,0.099815272
498,Non-carcase meat and meat products,"Meat pies and sausage rolls, ready to eat",,,2,-3.351029388
499,Non-carcase meat and meat products,"Meat pies and sausage rolls, ready to eat","Meat pies, ready to eat",,2,-1.527348109
500,Non-carcase meat and meat products,"Meat pies and sausage rolls, ready to eat","Sausage rolls, ready to eat",,2,0.628600038
501,Non-carcase meat and meat products,"Meat pies, pasties and puddings, frozen or not frozen",,,2,-1.140958505
502,Non-carcase meat and meat products,Other canned meat and canned meat products,,,2,1.336578246
503,Non-carcase meat and meat products,Other cooked meat,,,2,1.31152414
504,Non-carcase meat and meat products,"Other fresh, chilled and frozen meat",,,2,0.430258216
505,Non-carcase meat and meat products,"Other poultry, uncooked (including frozen)",,,2,1.683035868
506,Non-carcase meat and meat products,"Other poultry, uncooked (including frozen)","Poultry other than chicken or turkey, uncooked",,2,-0.021873426
507,Non-carcase meat and meat products,"Other poultry, uncooked (including frozen)","Turkey, uncooked - whole turkey or turkey pieces",,2,1.827449896
508,Non-carcase meat and meat products,Pate and delicatessen type sausage,,,2,1.369229967
509,Non-carcase meat and meat products,Pate and delicatessen type sausage,Delicatessen type sausages,,2,1.097876816
510,Non-carcase meat and meat products,Pate and delicatessen type sausage,Pate,,2,0.36510662
511,Non-carcase meat and meat products,Ready meals and convenience meat products,,,2,0.903291051
512,Non-carcase meat and meat products,Ready meals and convenience meat products,"Complete meat-based ready meals, frozen or not frozen",,2,0.091434111
513,Non-carcase meat and meat products,Ready meals and convenience meat products,"Other convenience meat products, frozen or not frozen",,2,1.063370332
514,Non-carcase meat and meat products,"Sausages, uncooked - beef and other sausages",,,2,0.876252965
515,Non-carcase meat and meat products,"Sausages, uncooked - pork",,,2,0.868649905
516,Non-carcase meat and meat products,Takeaway meats,,,2,-0.094271503
517,Non-carcase meat and meat products,Takeaway meats,Takeaway burger and bun,,2,1.535476088
518,Non-carcase meat and meat products,Takeaway meats,Takeaway kebabs,,2,-0.020915808
519,Non-carcase meat and meat products,Takeaway meats,Takeaway meat based meals,,2,-0.42261676
520,Non-carcase meat and meat products,Takeaway meats,Takeaway meat pies and pasties,,2,2.444397382
521,Non-carcase meat and meat products,Takeaway meats,Takeaway sausages and saveloys,,2,0.554170908
522,Other cereals and cereal products,,,,2,0.790189132
523,Other cereals and cereal products,Breakfast cereals,,,2,-0.29104105
524,Other cereals and cereal products,Breakfast cereals,High fibre breakfast cereals,,2,-0.476045509
525,Other cereals and cereal products,Breakfast cereals,Muesli,,2,0.266735469
526,Other cereals and cereal products,Breakfast cereals,Other breakfast cereals,,2,0.425315349
527,Other cereals and cereal products,Breakfast cereals,Sweetened breakfast cereals,,2,0.39706941
528,Other cereals and cereal products,Cakes and pastries - frozen,,,2,-0.038378527
529,Other cereals and cereal products,Canned milk puddings,,,2,0.430540415
530,Other cereals and cereal products,Canned milk puddings,All canned milk puddings,,2,0.533329897
531,Other cereals and cereal products,Canned milk puddings,Canned or fresh carton custard,,2,0.804600514
532,Other cereals and cereal products,Infant cereal foods,,,2,0.067001221
533,Other cereals and cereal products,"Invalid foods, slimming foods and sports foods",,,2,0.192843784
534,Other cereals and cereal products,Oatmeal and oat products,,,2,-0.112781033
535,Other cereals and cereal products,Other cereal convenience foods,,,2,1.106798745
536,Other cereals and cereal products,Other cereal convenience foods,"Cake, pudding and dessert mixes",,2,0.976579701
537,Other cereals and cereal products,Other cereal convenience foods,Cereal snacks,,2,1.068566734
538,Other cereals and cereal products,Other cereal convenience foods,"Other cereal foods, frozen and not frozen",,2,1.52267556
539,Other cereals and cereal products,Other cereal convenience foods,"Quiches and flans, frozen and not frozen",,2,-0.458535212
540,Other cereals and cereal products,Other cereal convenience foods,"Takeaway crisps, savoury snacks, popcorn, popadums, prawn crackers",,2,1.320274592
541,Other cereals and cereal products,Other cereals,,,2,0.364070822
542,Other cereals and cereal products,Pasta,,,2,0.365630474
543,Other cereals and cereal products,Pasta,Canned pasta,,2,-0.284043487
544,Other cereals and cereal products,Pasta,Dried and fresh pasta,,2,0.327745634
545,Other cereals and cereal products,Pasta,Takeaway pasta and noodles,,2,1.572948257
546,Other cereals and cereal products,Pizza,,,2,0.640464375
547,Other cereals and cereal products,Pizza,"Pizzas, frozen and not frozen",,2,1.00292141
548,Other cereals and cereal products,Pizza,Takeaway pizza,,2,0.646291232
549,Other cereals and cereal products,Puddings,,,2,1.399710346
550,Other cereals and cereal products,Rice,,,2,1.135132708
551,Other cereals and cereal products,Rice,Cooked rice,,2,0.789844086
552,Other cereals and cereal products,Rice,Dried rice,,2,1.239761388
553,Other cereals and cereal products,Rice,Takeaway rice,,2,0.698136662
554,Other food and drink,,,,2,1.016524242
555,Other food and drink,Baby foods,,,2,1.666070282
556,Other food and drink,Ice cream products including takeaways,,,2,0.614216714
557,Other food and drink,Ice cream products including takeaways,"Ice cream cornets, choc-ices, lollies with ice cream",,2,0.252610255
558,Other food and drink,Ice cream products including takeaways,"Ice lollies, sorbet, frozen mousse, frozen yoghurt",,2,1.138455794
559,Other food and drink,Ice cream products including takeaways,"Takeaway ice cream, ice cream products, milkshakes",,2,2.024131777
560,Other food and drink,Ice cream tub or block,,,2,1.097263131
561,Other food and drink,Jelly squares or crystals,,,2,0.44635694
562,Other food and drink,Mineral or spring waters,,,2,1.514880712
563,Other food and drink,Pickles and sauces,,,2,0.699396681
564,Other food and drink,Pickles and sauces,Pickles,,2,-1.066438038
565,Other food and drink,Pickles and sauces,Sauces,,2,1.172478816
566,Other food and drink,Pickles and sauces,Takeaway sauces and mayonnnaise,,2,0.308427744
567,Other food and drink,Salt,,,2,0.945794041
568,Other food and drink,Soups - canned or cartons,,,2,0.578602898
569,Other food and drink,Soups - dehydrated or powdered,,,2,0.947480391
570,Other food and drink,Soups - from takeaway,,,2,1.316656328
571,Other food and drink,Soya and novel protein foods,,,2,2.128559204
572,Other food and drink,Spreads and dressings,,,2,1.687366565
573,Other food and drink,Spreads and dressings,Other spreads and dresssings,,2,-0.06886916
574,Other food and drink,Spreads and dressings,Salad dressings,,2,1.602321386
575,Other food and drink,Stock cubes and meat and yeast extracts,,,2,0.325239413
576,Soft drinks,,,,2,1.043367033
577,Soft drinks,"Soft drinks, concentrated, low calorie",,,2,0.390698113
578,Soft drinks,"Soft drinks, concentrated, not low calorie",,,2,1.359724417
579,Soft drinks,"Soft drinks, not concentrated,  not low calorie",,,2,1.770534051
580,Soft drinks,"Soft drinks, not concentrated, low calorie",,,2,-0.33596669
581,Sugar and preserves,,,,2,0.834739689
582,Sugar and preserves,Honey,,,2,-0.245016071
583,Sugar and preserves,Jams and fruit curds,,,2,-1.247723469
584,Sugar and preserves,Marmalade,,,2,-0.627877653
585,Sugar and preserves,Sugar,,,2,1.270423987
586,Sugar and preserves,"Syrup, treacle",,,2,-0.511275063
587,Alcoholic drinks,,,,3,0.402584275
588,Alcoholic drinks,Alcopops,,,3,-1.707527617
589,Alcoholic drinks,Beers,,,3,-0.947915672
590,Alcoholic drinks,Ciders and perry,,,3,-1.023731795
591,Alcoholic drinks,Fortified wines,,,3,2.214205018
592,Alcoholic drinks,Lagers and continental beers,,,3,-0.186363649
593,Alcoholic drinks,Liqueurs and cocktails,,,3,1.717117909
594,Alcoholic drinks,Spirits,,,3,0.664986615
595,Alcoholic drinks,Spirits with mixer,,,3,0.949321786
596,Alcoholic drinks,Wine and champagne,,,3,-0.602794184
597,Alcoholic drinks,Wine and champagne,"Champagne, sparkling wines and wine with mixer",,3,-0.134821624
598,Alcoholic drinks,Wine and champagne,Table wine,,3,-0.614346111
599,Beverages,,,,3,0.006123956
600,Beverages,Cocoa and chocolate drinks,,,3,0.970329419
601,Beverages,Coffee beans and ground coffee,,,3,0.654320349
602,Beverages,Instant coffee,,,3,0.67677859
603,Beverages,Malt drinks and chocolate versions of malted drinks,,,3,2.302243805
604,Beverages,Tea,,,3,-0.523381951
605,Biscuits and crispbreads,,,,3,0.262847918
606,Biscuits and crispbreads,Biscuits other than chocolate,,,3,-0.1001856
607,Biscuits and crispbreads,Biscuits other than chocolate,Cream crackers and other unsweetened biscuits,,3,0.18742427
608,Biscuits and crispbreads,Biscuits other than chocolate,Sweet biscuits (not chocolate) and cereal bars,,3,-0.313412093
609,Biscuits and crispbreads,Chocolate biscuits,,,3,0.729976843
610,Biscuits and crispbreads,Crispbread,,,3,-0.288901334
611,Bread,,,,3,0.689886888
612,Bread,Brown and wholemeal bread,,,3,-0.631651453
613,Bread,Brown and wholemeal bread,"Brown bread, sliced and unsliced",,3,0.307621214
614,Bread,Brown and wholemeal bread,"Wholemeal and granary bread, sliced and unsliced",,3,-0.954803772
615,Bread,Total other bread,,,3,0.608743842
616,Bread,Total other bread,Malt bread and fruit loaves,,3,1.066333621
617,Bread,Total other bread,Other breads,,3,2.925533864
618,Bread,Total other bread,"Rolls - white, brown or wholemeal",,3,1.279538505
619,Bread,Total other bread,Sandwiches,,3,2.126773411
620,Bread,Total other bread,Sandwiches from takeaway,,3,0.954025924
621,Bread,Total other bread,Starch reduced bread and rolls,,3,1.831499885
622,Bread,Total other bread,Takeaway breads,,3,1.123598483
623,Bread,Total other bread,Vienna and french bread,,3,0.27642207
624,Bread,White bread,,,3,1.251107239
625,Bread,White bread,"White bread, premium, sliced and unsliced",,3,7.291153657
626,Bread,White bread,"White bread, soft grain, sliced and unsliced",,3,1.860940496
627,Bread,White bread,"White bread, standard, sliced",,3,0.945801901
628,Bread,White bread,"White bread, standard, unsliced",,3,2.215088955
629,"Cakes, buns and pastries",,,,3,0.014307347
630,"Cakes, buns and pastries","Buns, scones and teacakes",,,3,-0.536282939
631,"Cakes, buns and pastries",Cakes and pastries,,,3,-0.107720695
632,"Cakes, buns and pastries",Cakes and pastries,"Cakes and pastries, not frozen",,3,-0.132607539
633,"Cakes, buns and pastries",Cakes and pastries,Takeaway pastries,,3,0.391436456
634,Carcase meat,,,,3,1.446985748
635,Carcase meat,Beef and veal,,,3,1.112795356
636,Carcase meat,Beef and veal,All other beef and veal,,3,0.84400577
637,Carcase meat,Beef and veal,Beef joints - boned,,3,2.820346797
638,Carcase meat,Beef and veal,Beef joints - on the bone,,3,1.213721107
639,Carcase meat,Beef and veal,Beef steak - less expensive,,3,0.232936343
640,Carcase meat,Beef and veal,Beef steak - more expensive,,3,1.0599655
641,Carcase meat,Beef and veal,Minced beef,,3,0.127200253
642,Carcase meat,Mutton and lamb,,,3,1.029803249
643,Carcase meat,Mutton and lamb,All other lamb,,3,0.473586289
644,Carcase meat,Mutton and lamb,Lamb chops,,3,1.241062608
645,Carcase meat,Mutton and lamb,Lamb joints,,3,0.839071885
646,Carcase meat,Mutton and lamb,Mutton,,3,1.293360559
647,Carcase meat,Pork,,,3,0.197338383
648,Carcase meat,Pork,All other pork,,3,-0.984689557
649,Carcase meat,Pork,Pork chops,,3,-0.956650871
650,Carcase meat,Pork,Pork fillets and steaks,,3,1.013583647
651,Carcase meat,Pork,Pork joints,,3,1.692790278
652,Cheese,,,,3,-0.191050084
653,Cheese,Natural cheese,,,3,-0.371763959
654,Cheese,Natural cheese,Cottage cheese,,3,0.544894503
655,Cheese,Natural cheese,Hard cheese - cheddar type,,3,-0.462636911
656,Cheese,Natural cheese,Hard cheese - edam or other foreign,,3,0.440717449
657,Cheese,Natural cheese,Hard cheese - other uk or foreign equivalent,,3,1.344841496
658,Cheese,Natural cheese,Soft natural cheese,,3,2.223588909
659,Cheese,Processed cheese,,,3,-0.765835267
660,Confectionery,,,,3,0.415107033
661,Confectionery,Chewing gum,,,3,1.968331352
662,Confectionery,Chocolate bars - filled,,,3,0.322460526
663,Confectionery,Chocolate bars - solid,,,3,0.482405824
664,Confectionery,"Fudges, toffees, caramels",,,3,-0.189312308
665,Confectionery,Mints and boiled sweets,,,3,0.027162559
666,Confectionery,Mints and boiled sweets,Boiled sweets,,3,0.073626221
667,Confectionery,Mints and boiled sweets,Mints,,3,2.159456522
668,Eggs,,,,3,-0.25928017
669,Fats,,,,3,0.256841545
670,Fats,All other fats,,,3,2.426279089
671,Fats,All other fats,Imitatation cream,,3,0.196371964
672,Fats,All other fats,Low fat spreads,,3,0.650805541
673,Fats,All other fats,Reduced fat spreads,,3,2.212313465
674,Fats,All other fats,Suet and dripping,,3,0.286090909
675,Fats,Butter,,,3,-0.63117176
676,Fats,Margarine,,,3,-1.241998215
677,Fats,Margarine,Other margarine,,3,-1.12881865
678,Fats,Margarine,Soft margarine,,3,-1.380862152
679,Fats,Vegetable and salad oils,,,3,-0.227101038
680,Fats,Vegetable and salad oils,Olive oil,,3,1.126528425
681,Fats,Vegetable and salad oils,Other vegetable and salad oils,,3,-0.075839989
682,Fish,,,,3,1.056875605
683,Fish,"Blue fish, dried or salted or smoked",,,3,-0.332212365
684,Fish,"Herrings and other blue fish, fresh, chilled or frozen",,,3,0.949735207
685,Fish,"Herrings and other blue fish, fresh, chilled or frozen","Herrings and other blue fish, fresh or chilled",,3,0.978276073
686,Fish,"Herrings and other blue fish, fresh, chilled or frozen","Herrings and other blue fish, frozen",,3,0.223533135
687,Fish,Other tinned or bottled fish,,,3,0.666588077
688,Fish,Ready meals and other fish products - frozen or not frozen,,,3,-1.276361849
689,Fish,"Salmon, fresh, chilled or frozen",,,3,-0.559239551
690,Fish,"Salmon, fresh, chilled or frozen","Salmon, fresh or chilled",,3,-0.450740516
691,Fish,"Salmon, fresh, chilled or frozen","Salmon, frozen",,3,-1.037080378
692,Fish,"Salmon, tinned",,,3,1.759648921
693,Fish,Shellfish,,,3,0.269952013
694,Fish,Shellfish,"Shellfish, fresh or chilled",,3,1.341955295
695,Fish,Shellfish,"Shellfish, frozen",,3,1.494339161
696,Fish,Takeaway fish,,,3,2.213009346
697,Fish,Takeaway fish meals and fish products,,,3,0.287047167
698,Fish,Takeaway fish meals and fish products,Takeaway fish based meals,,3,0.429114308
699,Fish,Takeaway fish meals and fish products,Takeaway fish products,,3,1.659946131
700,Fish,"White fish, dried, salted or smoked",,,3,1.089121945
701,Fish,"White fish, fresh, chilled or frozen",,,3,0.720019791
702,Fish,"White fish, fresh, chilled or frozen","White fish, fresh or chilled",,3,0.529642531
703,Fish,"White fish, fresh, chilled or frozen","White fish, frozen",,3,-0.332287065
704,Flour,,,,3,-0.119653737
705,Fresh and processed vegetables,Fresh fruit,,,3,0.325460855
706,Fresh and processed vegetables,Fresh fruit,Fresh apples,,3,1.114609451
707,Fresh and processed vegetables,Fresh fruit,Fresh bananas,,3,0.328926074
708,Fresh and processed vegetables,Fresh fruit,Fresh grapes,,3,0.952337856
709,Fresh and processed vegetables,Fresh fruit,Fresh melons,,3,1.545589628
710,Fresh and processed vegetables,Fresh fruit,Fresh oranges,,3,0.738955526
711,Fresh and processed vegetables,Fresh fruit,Fresh pears,,3,1.615008644
712,Fresh and processed vegetables,Fresh fruit,Fresh stone fruit,,3,1.236817572
713,Fresh and processed vegetables,Fresh fruit,Other fresh citrus fruits,,3,0.517375666
714,Fresh and processed vegetables,Fresh fruit,Other fresh fruit,,3,1.611753587
715,Fresh and processed vegetables,Fresh fruit,Other fresh soft fruit,,3,-1.323925512
716,Fresh and processed vegetables,Processed fruit and fruit products,,,3,0.716949106
717,Fresh and processed vegetables,Processed fruit and fruit products,All other tinned or bottled fruit,,3,0.881020267
718,Fresh and processed vegetables,Processed fruit and fruit products,Dried fruit,,3,0.090969189
719,Fresh and processed vegetables,Processed fruit and fruit products,"Frozen strawberries, apple slices, peach halves, oranges and other frozen fruits",,3,1.777661395
720,Fresh and processed vegetables,Processed fruit and fruit products,"Nuts, edible seeds and peanut butter",,3,0.058530164
721,Fresh and processed vegetables,Processed fruit and fruit products,Pure fruit juices,,3,0.61601883
722,Fresh and processed vegetables,Processed fruit and fruit products,"Tinned peaches, pears and pineapples",,3,1.287049283
723,Fresh and processed vegetables,Fresh potatoes,,,3,1.105050703
724,Fresh and processed vegetables,Fresh potatoes,Fresh baking potatoes (e),,3,-0.023555269
725,Fresh and processed vegetables,Fresh potatoes,Fresh new potatoes (e),,3,1.792883248
726,Fresh and processed vegetables,Fresh potatoes,Other fresh potatoes (e),,3,0.888252169
727,Fresh and processed vegetables,Processed potatoes,,,3,0.489230284
728,Fresh and processed vegetables,Processed potatoes,Chips and takeaway chips,,3,0.120210966
729,Fresh and processed vegetables,Processed potatoes,Crisps and potato snacks,,3,0.738244651
730,Fresh and processed vegetables,Processed potatoes,Instant potato,,3,-0.409827346
731,Fresh and processed vegetables,Processed potatoes,"Other potato products, frozen or not frozen",,3,0.326427964
732,Fresh and processed vegetables,Fresh and processed fruit,,,3,0.495117313
733,Fresh and processed vegetables,"Fresh and processed fruit and vegetables, excluding potatoes",,,3,0.250978993
734,Fresh and processed vegetables,"Fresh and processed fruit and vegetables, including potatoes",,,3,0.683263676
735,Fresh and processed vegetables,Fresh and processed potatoes,,,3,1.557567105
736,Fresh and processed vegetables,"Fresh and processed vegetables, excluding potatoes",,,3,-0.038945969
737,Fresh and processed vegetables,"Fresh and processed vegetables, including potatoes",,,3,0.80271563
738,Fresh and processed vegetables,Fresh green vegetables,,,3,1.034281383
739,Fresh and processed vegetables,Fresh green vegetables,Fresh beans,,3,0.41301047
740,Fresh and processed vegetables,Fresh green vegetables,Fresh brussels sprouts,,3,0.620165659
741,Fresh and processed vegetables,Fresh green vegetables,Fresh cabbages,,3,1.755746967
742,Fresh and processed vegetables,Fresh green vegetables,Fresh cauliflower,,3,0.794308879
743,Fresh and processed vegetables,Fresh green vegetables,Fresh peas,,3,0.351726023
744,Fresh and processed vegetables,Fresh green vegetables,Leafy salads fresh,,3,1.082798736
745,Fresh and processed vegetables,Fresh green vegetables,Other fresh green vegetables,,3,-0.545137281
746,Fresh and processed vegetables,Other fresh vegetables,,,3,-0.151706904
747,Fresh and processed vegetables,Other fresh vegetables,Fresh carrots,,3,-0.004597845
748,Fresh and processed vegetables,Other fresh vegetables,Fresh cucumbers,,3,0.492116402
749,Fresh and processed vegetables,Other fresh vegetables,Fresh mushrooms,,3,0.470771229
750,Fresh and processed vegetables,Other fresh vegetables,"Fresh onions, leeks and shallots",,3,0.45803731
751,Fresh and processed vegetables,Other fresh vegetables,Fresh tomatoes,,3,0.501804851
752,Fresh and processed vegetables,Other fresh vegetables,Fresh turnips and swede,,3,2.26920191
753,Fresh and processed vegetables,Other fresh vegetables,Miscellaneous fresh vegtables,,3,2.515881958
754,Fresh and processed vegetables,Other fresh vegetables,Other fresh root vegetables,,3,1.773198195
755,Fresh and processed vegetables,Processed vegetables excluding processed potatoes,,,3,0.732715722
756,Fresh and processed vegetables,Processed vegetables excluding processed potatoes,Beans canned,,3,0.193736412
757,Fresh and processed vegetables,Processed vegetables excluding processed potatoes,"Beans, frozen",,3,-0.727229273
758,Fresh and processed vegetables,Processed vegetables excluding processed potatoes,Dried pulses other than air-dried,,3,1.124098494
759,Fresh and processed vegetables,Processed vegetables excluding processed potatoes,Other canned vegetables,,3,1.193065622
